user_id,signup_date,country,region,plan_type,signup_channel,age_group
15077,2025-02-25,France,Europe,Premium,Web,46-60
15078,2024-08-16,Sweden,Europe,Premium,Mobile App,36-45
15079,2025-04-06,Australia,Africa,Basic,Mobile App,46-60
15080,2025-10-07,Sweden,Asia,Basic,Web,46-60
15081,2025-01-31,Brazil,Asia,Basic,Web,60+
15082,2025-06-27,Italy,North America,Standard,Mobile App,36-45
15083,2024-09-05,Sweden,South America,Basic,Web,18-25
15084,2024-01-30,Australia,Europe,Basic,Mobile App,46-60
15085,2025-01-06,Spain,Europe,Basic,Mobile App,60+
15086,2025-08-02,Spain,South America,Basic,Web,46-60
15087,2025-08-29,Russia,South America,Basic,Mobile App,60+
15088,2025-02-12,Spain,Asia,Standard,Smart Tv,26-35
15089,2025-05-01,Australia,South America,Standard,Smart Tv,18-25
15090,2024-05-08,Brazil,South America,Basic,Mobile App,36-45
15091,2024-10-25,Russia,North America,Standard,Mobile App,18-25
15092,2025-01-16,Canada,Asia,Basic,Web,46-60
15093,2024-05-02,Spain,Africa,Standard,Web,46-60
15094,2024-07-27,Russia,Africa,Basic,Mobile App,18-25
15095,2024-05-06,Norway,Europe,Premium,Web,18-25
15096,2024-10-11,Norway,South America,Standard,Web,26-35
15097,2025-04-12,India,North America,Premium,Mobile App,18-25
15098,2025-02-08,Norway,South America,Premium,Mobile App,18-25
15099,2024-07-26,United States,Europe,Basic,Mobile App,18-25
15100,2024-08-11,Spain,South America,Basic,Web,18-25
15101,2024-03-08,United Kingdom,Africa,Standard,Mobile App,36-45
15102,2023-11-04,Mexico,Asia,Standard,Mobile App,60+
15103,2024-01-27,China,South America,Standard,Smart Tv,26-35
15104,2024-02-06,Mexico,Africa,Basic,Mobile App,36-45
15105,2024-12-18,Germany,Africa,Basic,Mobile App,18-25
15106,2024-12-30,South Korea,Europe,Standard,Mobile App,60+
15107,2025-03-23,Netherlands,Asia,Standard,Mobile App,26-35
15108,2023-12-04,Netherlands,Europe,Standard,Web,46-60
15109,2024-01-16,France,North America,Standard,Mobile App,36-45
15110,2024-10-26,Egypt,Asia,Premium,Mobile App,36-45
15111,2025-09-27,Italy,North America,Standard,Web,36-45
15112,2024-01-26,Italy,Asia,Premium,Smart Tv,60+
15113,2024-09-27,Norway,Unknown,Basic,Mobile App,26-35
15114,2024-06-30,Italy,North America,Premium,Web,36-45
15115,2025-04-23,Spain,Asia,Standard,Web,26-35
15116,2025-09-23,Netherlands,Asia,Basic,Smart Tv,60+
15117,2025-03-02,Brazil,North America,Standard,Web,26-35
15118,2024-02-01,South Korea,Asia,Basic,Web,60+
15119,2025-08-19,China,Europe,Basic,Web,60+
15120,2025-08-21,South Africa,Europe,Standard,Mobile App,18-25
15121,2024-03-13,United States,North America,Premium,Web,46-60
15122,2024-10-03,Australia,Africa,Premium,Web,60+
15123,2024-03-28,Germany,South America,Basic,Web,18-25
15124,2025-05-28,South Africa,North America,Premium,Smart Tv,46-60
15125,2023-11-27,France,North America,Standard,Mobile App,18-25
15126,2023-12-07,Sweden,North America,Basic,Web,60+
15127,2024-11-03,United Kingdom,North America,Premium,Mobile App,18-25
15128,2024-11-15,South Africa,Europe,Premium,Mobile App,18-25
15129,2024-05-03,United States,North America,Premium,Web,18-25
15130,2025-08-17,United States,Africa,Standard,Mobile App,26-35
15131,2024-11-11,Egypt,South America,Basic,Web,18-25
15132,2024-12-22,Brazil,South America,Basic,Web,36-45
15133,2024-04-23,France,Africa,Premium,Mobile App,26-35
15134,2024-11-17,Spain,North America,Basic,Web,26-35
15135,2024-03-08,Italy,South America,Standard,Web,26-35
15136,2025-02-03,Sweden,Unknown,Standard,Mobile App,60+
15137,2025-10-11,Sweden,South America,Premium,Web,36-45
15138,2024-04-13,South Korea,Africa,Standard,Mobile App,46-60
15139,2024-01-21,China,South America,Basic,Web,46-60
15140,2024-10-23,Germany,Africa,Basic,Web,60+
15141,2024-08-16,Australia,North America,Basic,Web,26-35
15142,2024-05-30,France,South America,Standard,Mobile App,36-45
15143,2025-04-12,France,Africa,Basic,Mobile App,26-35
15144,2025-07-09,South Korea,Europe,Premium,Web,26-35
15145,2024-01-21,Japan,Europe,Basic,Web,60+
15146,2024-09-20,Australia,Asia,Basic,Web,36-45
15147,2024-10-21,Australia,South America,Basic,Web,18-25
15148,2025-10-06,United States,North America,Basic,Mobile App,46-60
15149,2023-12-09,South Korea,Asia,Premium,Web,46-60
15150,2024-07-26,France,South America,Standard,Smart Tv,46-60
15151,2024-11-18,Australia,Europe,Basic,Mobile App,26-35
15152,2025-01-28,Sweden,North America,Basic,Web,18-25
15153,2024-01-18,South Korea,Europe,Standard,Web,18-25
15154,2024-09-01,Brazil,South America,Standard,Mobile App,26-35
15155,2025-02-25,Canada,North America,Basic,Smart Tv,26-35
15156,2024-09-02,South Africa,North America,Basic,Smart Tv,36-45
15157,2024-12-04,Egypt,Asia,Standard,Web,46-60
15158,2025-05-07,Sweden,North America,Basic,Web,46-60
15159,2025-07-31,Spain,South America,Basic,Mobile App,18-25
15160,2024-05-12,United Kingdom,Africa,Basic,Mobile App,46-60
15161,2024-02-06,South Africa,Africa,Standard,Web,46-60
15162,2024-01-08,South Africa,North America,Premium,Web,36-45
15163,2023-12-17,Brazil,Africa,Basic,Mobile App,26-35
15164,2025-02-26,India,South America,Standard,Smart Tv,26-35
15165,2025-10-12,Mexico,Asia,Basic,Web,60+
15166,2024-02-02,Norway,Europe,Basic,Mobile App,18-25
15167,2023-10-30,Russia,Europe,Standard,Smart Tv,60+
15168,2024-06-02,United States,South America,Standard,Web,36-45
15169,2025-09-13,Italy,Unknown,Standard,Web,26-35
15170,2025-07-03,Russia,South America,Premium,Web,36-45
15171,2024-07-08,Italy,North America,Standard,Mobile App,26-35
15172,2025-01-10,Norway,Asia,Basic,Web,60+
15173,2024-07-26,United States,Africa,Standard,Mobile App,60+
15174,2025-02-09,United Kingdom,North America,Basic,Web,18-25
15175,2025-04-06,Sweden,Africa,Standard,Smart Tv,60+
15176,2025-04-25,Netherlands,North America,Basic,Mobile App,18-25
15177,2025-10-14,Australia,North America,Basic,Web,36-45
15178,2025-07-12,Sweden,North America,Standard,Mobile App,46-60
15179,2024-12-25,Australia,North America,Standard,Smart Tv,18-25
15180,2025-01-01,Sweden,Asia,Standard,Smart Tv,60+
15181,2023-12-11,Brazil,Asia,Basic,Web,46-60
15182,2025-05-17,China,North America,Basic,Mobile App,36-45
15183,2023-12-09,South Africa,South America,Premium,Mobile App,60+
15184,2025-06-27,Germany,North America,Standard,Mobile App,36-45
15185,2024-09-24,Japan,North America,Standard,Web,60+
15186,2025-05-01,Germany,South America,Premium,Mobile App,18-25
15187,2024-03-03,Mexico,South America,Basic,Web,46-60
15188,2024-06-24,Mexico,North America,Standard,Web,60+
15189,2023-12-31,Italy,Europe,Basic,Mobile App,60+
15190,2023-12-20,Sweden,Europe,Basic,Web,60+
15191,2025-04-29,Canada,South America,Standard,Web,18-25
15192,2024-06-18,Australia,North America,Basic,Web,26-35
15193,2024-05-01,Germany,Africa,Standard,Web,60+
15194,2025-08-11,India,Africa,Standard,Web,46-60
15195,2025-06-27,Spain,North America,Basic,Smart Tv,46-60
15196,2024-05-06,Germany,North America,Premium,Web,60+
15197,2025-05-02,Netherlands,North America,Standard,Mobile App,46-60
15198,2023-11-24,Mexico,Africa,Standard,Web,60+
15199,2025-04-11,Netherlands,Africa,Standard,Web,36-45
15200,2024-09-08,Brazil,South America,Basic,Web,60+
15201,2024-04-10,Germany,Asia,Basic,Web,60+
15202,2023-10-16,Italy,South America,Basic,Mobile App,60+
15203,2024-01-29,United States,South America,Basic,Smart Tv,26-35
15204,2025-01-15,Spain,Europe,Basic,Mobile App,26-35
15205,2025-01-11,United States,South America,Standard,Web,60+
15206,2024-09-27,South Africa,South America,Basic,Web,46-60
15207,2025-03-06,Australia,South America,Basic,Web,26-35
15208,2023-10-17,United Kingdom,South America,Standard,Web,60+
15209,2024-02-19,United States,Asia,Basic,Smart Tv,36-45
15210,2025-04-15,United States,Europe,Basic,Mobile App,46-60
15211,2024-09-18,Spain,Africa,Standard,Web,46-60
15212,2024-10-22,South Korea,North America,Premium,Web,18-25
15213,2024-04-14,United States,Africa,Basic,Mobile App,60+
15214,2025-10-13,Netherlands,Europe,Standard,Web,46-60
15215,2024-05-10,Mexico,South America,Standard,Mobile App,26-35
15216,2025-03-09,Germany,Africa,Basic,Web,60+
15217,2025-06-29,China,South America,Basic,Mobile App,36-45
15218,2023-10-30,China,Asia,Standard,Mobile App,46-60
15219,2024-10-25,Sweden,Asia,Premium,Web,36-45
15220,2025-01-26,Russia,Europe,Basic,Smart Tv,46-60
15221,2025-09-12,India,Africa,Basic,Mobile App,36-45
15222,2024-08-11,United Kingdom,Asia,Basic,Mobile App,60+
15223,2024-10-06,Egypt,Europe,Premium,Web,36-45
15224,2024-01-21,Egypt,Europe,Standard,Web,26-35
15225,2025-09-13,China,Europe,Basic,Web,18-25
15226,2023-11-03,United States,Africa,Basic,Web,18-25
15227,2024-03-30,United States,Africa,Basic,Mobile App,26-35
15228,2023-11-18,India,Europe,Basic,Web,60+
15229,2025-02-14,Norway,Unknown,Premium,Web,36-45
15230,2024-08-08,Russia,Africa,Premium,Mobile App,36-45
15231,2024-02-07,Canada,Africa,Basic,Web,26-35
15232,2023-12-13,Sweden,North America,Basic,Web,18-25
15233,2024-07-18,Australia,Africa,Basic,Mobile App,18-25
15234,2025-08-31,Brazil,Unknown,Basic,Web,60+
15235,2025-10-03,Egypt,Asia,Premium,Smart Tv,36-45
15236,2024-06-05,Japan,North America,Premium,Web,26-35
15237,2025-05-10,Italy,Asia,Standard,Smart Tv,36-45
15238,2025-01-04,Mexico,North America,Premium,Mobile App,26-35
15239,2024-12-16,United States,Unknown,Standard,Web,18-25
15240,2024-02-01,Spain,North America,Basic,Web,60+
15241,2025-05-15,Brazil,Africa,Premium,Mobile App,60+
15242,2025-03-07,Japan,Europe,Standard,Web,18-25
15243,2025-09-23,Netherlands,South America,Standard,Mobile App,18-25
15244,2025-09-09,South Africa,Europe,Premium,Mobile App,36-45
15245,2023-11-23,Canada,Africa,Standard,Smart Tv,46-60
15246,2025-03-20,Russia,Africa,Basic,Mobile App,60+
15247,2025-03-30,United Kingdom,South America,Premium,Smart Tv,60+
15248,2024-03-22,Germany,Africa,Basic,Mobile App,46-60
15249,2025-02-07,Egypt,North America,Standard,Smart Tv,46-60
15250,2025-06-10,Spain,Asia,Standard,Mobile App,46-60
15251,2024-10-01,China,Asia,Basic,Web,18-25
15252,2024-10-20,Germany,North America,Basic,Web,18-25
15253,2023-12-18,India,Europe,Basic,Web,46-60
15254,2025-05-06,Italy,Asia,Premium,Web,26-35
15255,2025-10-06,Mexico,North America,Standard,Smart Tv,60+
15256,2025-10-13,United Kingdom,Europe,Basic,Web,46-60
15257,2025-04-27,Sweden,Asia,Premium,Web,36-45
15258,2025-09-30,Japan,North America,Basic,Web,60+
15259,2024-04-13,India,Asia,Standard,Mobile App,26-35
15260,2023-11-06,India,Asia,Standard,Mobile App,46-60
15261,2025-06-09,India,Asia,Basic,Web,26-35
15262,2025-07-23,United Kingdom,South America,Standard,Mobile App,60+
15263,2023-11-19,Russia,Europe,Basic,Web,60+
15264,2024-04-09,Sweden,Asia,Basic,Web,46-60
15265,2023-10-23,Norway,North America,Basic,Web,26-35
15266,2024-11-05,South Africa,South America,Premium,Web,60+
15267,2024-12-15,South Africa,Africa,Basic,Web,18-25
15268,2024-09-09,China,Africa,Basic,Web,46-60
15269,2025-01-08,France,Europe,Standard,Web,46-60
15270,2023-11-23,Netherlands,North America,Basic,Mobile App,18-25
15271,2025-06-10,Russia,South America,Basic,Mobile App,26-35
15272,2025-05-13,Russia,North America,Standard,Mobile App,60+
15273,2024-10-06,Italy,South America,Premium,Web,36-45
15274,2024-03-03,China,South America,Premium,Mobile App,18-25
15275,2025-10-03,Canada,Africa,Basic,Mobile App,18-25
15276,2024-11-20,Egypt,Europe,Standard,Web,18-25
15277,2024-08-31,Brazil,Europe,Standard,Web,18-25
15278,2024-10-30,Germany,North America,Basic,Mobile App,36-45
15279,2024-03-16,France,South America,Basic,Mobile App,26-35
15280,2024-04-24,Australia,South America,Premium,Web,60+
15281,2024-07-28,India,Asia,Basic,Web,46-60
15282,2024-12-14,Spain,Europe,Standard,Mobile App,18-25
15283,2025-07-15,Mexico,South America,Basic,Mobile App,60+
15284,2025-07-10,France,North America,Basic,Mobile App,18-25
15285,2024-12-29,Netherlands,Africa,Standard,Mobile App,60+
15286,2025-05-03,Russia,Africa,Standard,Mobile App,26-35
15287,2024-09-24,France,Europe,Standard,Web,36-45
15288,2024-10-12,United Kingdom,Europe,Premium,Mobile App,36-45
15289,2024-09-16,India,Asia,Basic,Mobile App,46-60
15290,2025-09-14,France,Europe,Basic,Smart Tv,36-45
15291,2025-01-05,Russia,South America,Premium,Mobile App,26-35
15292,2024-12-24,Norway,South America,Standard,Mobile App,46-60
15293,2024-05-17,Australia,South America,Premium,Mobile App,18-25
15294,2025-09-12,Canada,South America,Basic,Web,36-45
15295,2025-06-13,Australia,Asia,Basic,Web,60+
15296,2024-06-13,Australia,Europe,Standard,Mobile App,18-25
15297,2023-12-23,Germany,Europe,Basic,Smart Tv,18-25
15298,2025-04-27,South Africa,Europe,Standard,Mobile App,46-60
15299,2024-11-15,Norway,Asia,Basic,Web,26-35
15300,2024-06-11,United States,Asia,Basic,Smart Tv,36-45
15301,2025-08-23,Egypt,South America,Basic,Mobile App,46-60
15302,2025-03-29,Russia,Asia,Basic,Web,60+
15303,2023-12-30,Norway,Asia,Basic,Smart Tv,60+
15304,2024-12-03,China,North America,Basic,Mobile App,36-45
15305,2024-06-12,United States,South America,Standard,Mobile App,36-45
15306,2024-01-11,Spain,South America,Basic,Web,36-45
15307,2023-10-16,South Africa,North America,Basic,Web,18-25
15308,2024-05-14,United States,Europe,Basic,Mobile App,18-25
15309,2025-03-29,Spain,North America,Basic,Mobile App,60+
15310,2024-09-18,Canada,North America,Basic,Mobile App,18-25
15311,2025-07-09,Spain,North America,Basic,Mobile App,60+
15312,2025-04-30,South Africa,Asia,Standard,Mobile App,46-60
15313,2025-03-15,South Korea,North America,Premium,Web,60+
15314,2023-10-24,France,Africa,Standard,Smart Tv,60+
15315,2024-10-27,South Africa,North America,Premium,Web,26-35
15316,2025-04-18,United States,Europe,Basic,Web,18-25
15317,2025-04-18,United States,Europe,Standard,Mobile App,26-35
15318,2025-09-11,Norway,Europe,Basic,Web,18-25
15319,2025-05-26,United States,North America,Premium,Mobile App,18-25
15320,2024-05-29,France,South America,Basic,Mobile App,60+
15321,2025-06-04,Brazil,Europe,Standard,Web,60+
15322,2025-06-19,China,North America,Basic,Web,26-35
15323,2025-03-25,Brazil,Europe,Basic,Smart Tv,46-60
15324,2024-02-28,Norway,Asia,Standard,Web,18-25
15325,2024-04-01,Japan,Asia,Basic,Mobile App,60+
15326,2024-08-22,United States,North America,Basic,Web,18-25
15327,2024-07-28,South Africa,Europe,Premium,Web,36-45
15328,2025-09-25,India,Europe,Basic,Web,46-60
15329,2024-12-05,Canada,Africa,Premium,Web,60+
15330,2025-07-08,Spain,Europe,Premium,Mobile App,46-60
15331,2024-12-10,Egypt,South America,Standard,Web,46-60
15332,2025-01-07,Canada,Asia,Basic,Web,46-60
15333,2023-10-17,South Africa,Europe,Basic,Mobile App,26-35
15334,2024-08-30,Italy,South America,Basic,Mobile App,18-25
15335,2024-05-23,India,North America,Standard,Web,36-45
15336,2023-11-27,Brazil,Asia,Basic,Mobile App,26-35
15337,2024-10-04,Australia,North America,Basic,Web,46-60
15338,2025-03-30,Japan,Europe,Standard,Mobile App,36-45
15339,2024-12-02,Brazil,North America,Standard,Mobile App,18-25
15340,2024-02-02,Egypt,Asia,Standard,Web,46-60
15341,2025-02-06,Egypt,North America,Standard,Web,36-45
15342,2025-04-16,Brazil,North America,Standard,Mobile App,46-60
15343,2025-07-05,Australia,North America,Basic,Web,26-35
15344,2024-09-04,Russia,South America,Premium,Web,60+
15345,2025-01-05,Canada,South America,Premium,Web,26-35
15346,2024-01-30,United States,Europe,Basic,Web,46-60
15347,2024-05-05,Brazil,North America,Basic,Mobile App,60+
15348,2025-08-23,Brazil,South America,Premium,Web,60+
15349,2025-05-12,South Korea,Asia,Standard,Smart Tv,60+
15350,2024-02-14,Australia,Asia,Basic,Web,60+
15351,2025-03-25,France,North America,Standard,Web,18-25
15352,2024-04-20,United Kingdom,Europe,Standard,Mobile App,46-60
15353,2025-09-26,Germany,South America,Basic,Web,26-35
15354,2025-03-02,Sweden,South America,Standard,Web,18-25
15355,2025-09-29,Netherlands,South America,Basic,Web,60+
15356,2024-06-07,Netherlands,Europe,Premium,Mobile App,36-45
15357,2025-09-21,Egypt,Africa,Basic,Mobile App,36-45
15358,2025-03-29,United Kingdom,South America,Premium,Smart Tv,60+
15359,2024-11-25,Italy,North America,Basic,Web,26-35
15360,2025-02-08,United States,South America,Basic,Mobile App,18-25
15361,2024-10-13,Netherlands,South America,Standard,Web,26-35
15362,2025-02-04,Russia,Africa,Standard,Mobile App,46-60
15363,2025-02-21,Spain,North America,Basic,Web,18-25
15364,2025-02-21,Canada,North America,Premium,Mobile App,60+
15365,2023-12-14,India,North America,Premium,Mobile App,18-25
15366,2025-09-30,Russia,South America,Basic,Web,18-25
15367,2025-06-27,Italy,South America,Standard,Mobile App,18-25
15368,2024-05-11,Canada,Asia,Standard,Mobile App,26-35
15369,2025-08-14,Sweden,Africa,Premium,Mobile App,26-35
15370,2023-10-18,United States,North America,Standard,Mobile App,60+
15371,2025-08-01,United States,North America,Basic,Web,26-35
15372,2025-09-28,Germany,Asia,Standard,Mobile App,46-60
15373,2024-05-02,Egypt,South America,Standard,Mobile App,26-35
15374,2024-07-24,Netherlands,Asia,Standard,Web,60+
15375,2025-09-29,Australia,Asia,Premium,Smart Tv,36-45
15376,2025-08-07,United States,South America,Standard,Web,46-60
15377,2024-08-19,South Africa,Europe,Premium,Mobile App,60+
15378,2024-04-03,Japan,Africa,Standard,Web,60+
15379,2024-04-04,Sweden,Europe,Basic,Web,36-45
15380,2024-08-20,India,Europe,Basic,Smart Tv,26-35
15381,2024-11-15,China,Africa,Standard,Mobile App,18-25
15382,2025-08-28,Brazil,Europe,Standard,Web,36-45
15383,2024-08-31,Spain,South America,Premium,Mobile App,26-35
15384,2024-10-04,China,Europe,Standard,Web,36-45
15385,2024-08-26,Russia,Europe,Premium,Mobile App,46-60
15386,2024-04-27,Australia,Europe,Basic,Web,26-35
15387,2025-08-17,Sweden,South America,Premium,Web,46-60
15388,2024-06-07,France,Asia,Standard,Web,60+
15389,2023-12-21,Mexico,North America,Basic,Web,60+
15390,2024-12-07,Canada,Africa,Basic,Web,36-45
15391,2025-09-20,Netherlands,Africa,Premium,Smart Tv,46-60
15392,2025-07-24,Sweden,South America,Premium,Smart Tv,26-35
15393,2024-06-23,United Kingdom,Unknown,Basic,Mobile App,18-25
15394,2025-03-31,United States,Europe,Basic,Web,26-35
15395,2024-07-25,Norway,Africa,Premium,Web,46-60
15396,2024-04-01,Norway,Europe,Basic,Web,46-60
15397,2024-06-27,Germany,South America,Premium,Mobile App,60+
15398,2024-10-08,Russia,South America,Basic,Web,26-35
15399,2023-10-19,South Africa,South America,Basic,Web,36-45
15400,2024-09-06,South Africa,Asia,Basic,Web,36-45
15401,2024-01-09,India,South America,Premium,Web,46-60
15402,2023-12-04,France,Europe,Premium,Web,18-25
15403,2023-10-20,South Africa,Asia,Basic,Web,60+
15404,2024-03-21,Japan,Europe,Standard,Web,60+
15405,2024-07-21,Spain,South America,Premium,Web,36-45
15406,2025-05-21,France,Asia,Premium,Web,26-35
15407,2025-03-11,Egypt,North America,Basic,Mobile App,26-35
15408,2024-01-09,China,South America,Premium,Mobile App,46-60
15409,2025-03-06,South Africa,Asia,Basic,Web,60+
15410,2024-05-06,Russia,Asia,Standard,Web,26-35
15411,2025-06-27,China,Asia,Standard,Web,18-25
15412,2024-05-27,Germany,Africa,Standard,Web,26-35
15413,2024-09-26,China,Asia,Basic,Web,60+
15414,2023-11-13,Norway,North America,Standard,Web,26-35
15415,2024-01-10,Sweden,South America,Standard,Web,60+
15416,2024-05-01,South Africa,South America,Basic,Web,60+
15417,2025-07-14,Netherlands,South America,Basic,Smart Tv,60+
15418,2025-08-14,Japan,Asia,Basic,Mobile App,46-60
15419,2024-10-18,Canada,South America,Premium,Mobile App,60+
15420,2024-03-21,Netherlands,North America,Premium,Mobile App,36-45
15421,2025-08-02,United States,Unknown,Basic,Web,46-60
15422,2024-08-28,Sweden,North America,Premium,Smart Tv,60+
15423,2024-08-25,Norway,Africa,Premium,Web,60+
15424,2025-08-13,South Korea,South America,Premium,Smart Tv,46-60
15425,2025-03-21,France,Europe,Basic,Mobile App,46-60
15426,2024-05-07,Italy,Africa,Standard,Web,18-25
15427,2024-04-09,United States,North America,Basic,Mobile App,18-25
15428,2025-09-27,India,North America,Standard,Mobile App,18-25
15429,2025-07-08,France,Europe,Premium,Smart Tv,60+
15430,2025-01-18,United States,Africa,Basic,Mobile App,18-25
15431,2024-05-05,Japan,Africa,Standard,Mobile App,26-35
15432,2024-11-24,Spain,North America,Standard,Smart Tv,46-60
15433,2025-01-30,Norway,Africa,Basic,Mobile App,46-60
15434,2024-11-12,Egypt,Europe,Basic,Mobile App,18-25
15435,2024-08-13,India,Africa,Standard,Mobile App,46-60
15436,2024-06-28,Russia,Africa,Premium,Mobile App,26-35
15437,2024-03-05,Germany,Europe,Standard,Mobile App,46-60
15438,2025-04-15,Netherlands,South America,Basic,Web,36-45
15439,2024-09-19,Russia,Africa,Basic,Web,26-35
15440,2024-07-11,Russia,North America,Premium,Web,60+
15441,2024-12-23,China,Asia,Standard,Web,18-25
15442,2024-09-07,Australia,North America,Basic,Web,46-60
15443,2024-11-28,Australia,North America,Standard,Mobile App,18-25
15444,2024-02-13,Norway,South America,Basic,Mobile App,18-25
15445,2024-08-29,Italy,South America,Premium,Web,18-25
15446,2024-12-07,France,North America,Basic,Mobile App,46-60
15447,2024-02-19,Canada,Africa,Basic,Mobile App,46-60
15448,2025-09-20,China,North America,Standard,Mobile App,18-25
15449,2024-04-16,Germany,Africa,Standard,Web,60+
15450,2024-05-11,South Korea,Europe,Basic,Mobile App,18-25
15451,2024-02-02,Sweden,Europe,Basic,Web,18-25
15452,2024-02-02,Netherlands,South America,Basic,Web,18-25
15453,2024-12-05,Brazil,Asia,Standard,Web,46-60
15454,2025-02-23,United States,Asia,Basic,Mobile App,36-45
15455,2024-03-30,Russia,South America,Basic,Mobile App,60+
15456,2025-07-26,China,Europe,Basic,Web,46-60
15457,2025-10-12,France,South America,Premium,Web,46-60
15458,2025-05-31,Norway,Europe,Standard,Web,18-25
15459,2024-01-10,Egypt,Africa,Standard,Web,60+
15460,2024-10-09,Canada,Europe,Standard,Mobile App,60+
15461,2023-12-26,Germany,Europe,Standard,Web,36-45
15462,2023-12-12,Russia,Europe,Standard,Mobile App,26-35
15463,2025-07-15,Italy,Asia,Premium,Mobile App,26-35
15464,2024-06-12,China,Europe,Basic,Smart Tv,36-45
15465,2024-11-25,Norway,North America,Basic,Mobile App,18-25
15466,2023-11-12,Egypt,Africa,Basic,Mobile App,60+
15467,2025-07-06,Germany,Asia,Standard,Web,18-25
15468,2025-03-29,United States,North America,Standard,Mobile App,26-35
15469,2025-09-01,Russia,Asia,Standard,Mobile App,18-25
15470,2024-07-16,Norway,Asia,Premium,Web,36-45
15471,2025-09-22,Mexico,North America,Standard,Web,60+
15472,2024-05-28,United Kingdom,South America,Basic,Mobile App,18-25
15473,2024-08-02,Russia,South America,Standard,Mobile App,26-35
15474,2025-02-12,France,Unknown,Basic,Mobile App,26-35
15475,2023-12-03,United Kingdom,North America,Standard,Web,36-45
15476,2025-05-02,Spain,Europe,Basic,Web,46-60
15477,2024-01-04,Italy,South America,Standard,Web,60+
15478,2024-07-04,United States,North America,Premium,Web,46-60
15479,2024-01-05,South Africa,North America,Basic,Mobile App,46-60
15480,2024-06-19,Spain,North America,Basic,Mobile App,60+
15481,2024-12-22,Germany,Europe,Standard,Mobile App,46-60
15482,2024-10-17,China,Asia,Standard,Mobile App,60+
15483,2025-07-24,Egypt,Asia,Standard,Mobile App,46-60
15484,2024-11-02,Norway,Asia,Basic,Web,36-45
15485,2024-06-26,Brazil,North America,Basic,Mobile App,60+
15486,2024-06-18,South Africa,South America,Premium,Mobile App,46-60
15487,2024-11-23,Germany,Europe,Premium,Smart Tv,18-25
15488,2024-08-22,United States,Europe,Premium,Mobile App,26-35
15489,2025-05-23,Brazil,South America,Standard,Mobile App,36-45
15490,2025-01-16,Russia,Asia,Standard,Mobile App,26-35
15491,2024-04-13,Australia,Africa,Basic,Web,46-60
15492,2023-12-03,Russia,South America,Standard,Web,18-25
15493,2024-10-17,Russia,Asia,Premium,Web,60+
15494,2025-05-24,Norway,North America,Basic,Smart Tv,26-35
15495,2025-06-24,Spain,South America,Basic,Web,46-60
15496,2024-10-15,Norway,Asia,Standard,Web,36-45
15497,2024-06-12,Netherlands,Europe,Standard,Mobile App,36-45
15498,2024-10-16,Canada,Africa,Premium,Web,36-45
15499,2024-11-19,Germany,Africa,Standard,Mobile App,46-60
15500,2024-01-07,Egypt,Africa,Standard,Web,36-45
15501,2023-12-15,Netherlands,Asia,Basic,Mobile App,60+
15502,2024-12-24,United Kingdom,Asia,Standard,Web,18-25
15503,2025-04-01,Canada,North America,Premium,Web,26-35
15504,2025-06-06,United Kingdom,Africa,Basic,Web,18-25
15505,2025-06-06,France,Europe,Standard,Mobile App,26-35
15506,2024-04-24,Canada,Africa,Basic,Web,60+
15507,2024-02-27,South Africa,South America,Standard,Web,36-45
15508,2023-12-15,Egypt,South America,Basic,Mobile App,60+
15509,2025-08-25,Canada,Europe,Basic,Web,46-60
15510,2025-08-20,Canada,Asia,Standard,Web,18-25
15511,2024-03-27,Egypt,Africa,Basic,Web,60+
15512,2025-04-22,Norway,South America,Standard,Smart Tv,36-45
15513,2024-01-25,Egypt,Europe,Basic,Mobile App,60+
15514,2025-04-18,Mexico,North America,Basic,Mobile App,26-35
15515,2025-06-17,Russia,South America,Premium,Web,36-45
15516,2024-12-26,China,South America,Standard,Mobile App,60+
15517,2024-07-14,Japan,Africa,Basic,Mobile App,46-60
15518,2024-08-06,Japan,Asia,Standard,Mobile App,36-45
15519,2025-01-14,Spain,South America,Basic,Web,18-25
15520,2024-10-31,China,South America,Standard,Web,36-45
15521,2025-02-26,Netherlands,Africa,Basic,Mobile App,26-35
15522,2023-11-11,France,Asia,Basic,Web,36-45
15523,2025-03-15,Canada,North America,Premium,Web,18-25
15524,2025-06-18,Netherlands,North America,Basic,Mobile App,46-60
15525,2025-05-28,Russia,North America,Basic,Mobile App,46-60
15526,2024-07-13,Japan,North America,Standard,Mobile App,18-25
15527,2024-06-10,Italy,Asia,Basic,Mobile App,60+
15528,2024-07-07,South Korea,North America,Standard,Mobile App,26-35
15529,2023-12-09,South Africa,Africa,Premium,Smart Tv,26-35
15530,2025-09-26,India,Africa,Basic,Web,18-25
15531,2024-07-02,South Africa,Africa,Standard,Web,36-45
15532,2025-03-20,France,North America,Standard,Web,46-60
15533,2024-12-02,Spain,Africa,Basic,Web,46-60
15534,2025-05-14,Japan,Africa,Standard,Web,46-60
15535,2024-09-15,Mexico,Europe,Standard,Web,60+
15536,2024-05-25,Netherlands,North America,Standard,Web,46-60
15537,2024-09-16,Norway,Africa,Standard,Web,60+
15538,2024-08-07,Germany,Asia,Standard,Mobile App,18-25
15539,2024-08-30,United States,Africa,Standard,Mobile App,36-45
15540,2025-08-02,Russia,Europe,Basic,Web,46-60
